SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-5-2020,Single Family Residential,1640 S 4th St,Kalamazoo,MI,49009,90000,2,1.0,K22 - Oshtemo Twp,1077,110000,1930,27,84,,Sold,,,http://www.redfin.com/MI/Kalamazoo/1640-S-4th-St-49009/home/96125231,SW Michigan MLS,20004784,N,Y,42.2735659,-85.7270487
PAST SALE,,Single Family Residential,1318 Pinehurst Blvd,Kalamazoo,MI,49006,120000,,,,,19166,,,,,,,,http://www.redfin.com/MI/Kalamazoo/1318-Pinehurst-Blvd-49006/home/111986999,,,N,Y,42.3038582,-85.6149977
PAST SALE,,Single Family Residential,6219 Countrywood Ct,Kalamazoo,MI,49009,276000,,,,,16988,,,,,,,,http://www.redfin.com/MI/Kalamazoo/6219-Countrywood-Ct-49009/home/96295779,,,N,Y,42.3086672,-85.671921
PAST SALE,August-23-2019,Condo/Co-op,260 Dunbarton Ct,Kalamazoo,MI,49006,133000,3,2.5,K07 - Westwood-NW Kalamazo,1366,,1972,222,97,355,Sold,,,http://www.redfin.com/MI/Kalamazoo/260-Dunbarton-Ct-49006/home/96223618,SW Michigan MLS,19033536,N,Y,42.2945878,-85.6221547
PAST SALE,August-20-2019,Condo/Co-op,150 Carberry Hill Ct Unit D,Kalamazoo,MI,49006,72500,1,1.0,K07 - Westwood-NW Kalamazo,724,,1972,225,100,206,Sold,,,http://www.redfin.com/MI/Kalamazoo/150-Carberry-Hill-Ct-49006/unit-D/home/101675309,SW Michigan MLS,19035443,N,Y,42.293705,-85.622635
PAST SALE,October-14-2019,Single Family Residential,616 Charlotte Ave,Kalamazoo,MI,49048,80000,3,1.5,K12 - East to Twp Line Eastwood,1196,10890,1900,170,67,,Sold,,,http://www.redfin.com/MI/Kalamazoo/616-Charlotte-Ave-49048/home/111973533,SW Michigan MLS,19040965,N,Y,42.2977394,-85.5636275
PAST SALE,October-22-2019,Single Family Residential,2117 Sagebrush St,Kalamazoo,MI,49006,239000,4,2.5,K07 - Westwood-NW Kalamazo,2075,10356,2017,162,115,5,Sold,,,http://www.redfin.com/MI/Kalamazoo/2117-Sagebrush-St-49006/home/111971037,SW Michigan MLS,19043502,N,Y,42.3122508,-85.6407371
PAST SALE,November-27-2019,Single Family Residential,703 Denner St,Kalamazoo,MI,49006,120000,3,2.0,K08 - N Side w/in City Limits,1696,5401,1900,126,71,,Sold,,,http://www.redfin.com/MI/Kalamazoo/703-Denner-St-49006/home/96501289,SW Michigan MLS,19041354,N,Y,42.2975506,-85.6046621
PAST SALE,,Condo/Co-op,236 Falkirk Ct,Kalamazoo,MI,49006,80000,,,,,,,,,,,,,http://www.redfin.com/MI/Kalamazoo/236-Falkirk-Ct-49006/home/111946591,,,N,Y,42.2943595,-85.6219284
PAST SALE,December-13-2019,Single Family Residential,1195 Cadet Ln,Kalamazoo,MI,49009,221900,2,2.5,K22 - Oshtemo Twp,1848,14810,2007,110,120,,Sold,,,http://www.redfin.com/MI/Kalamazoo/1195-Cadet-Ln-49009/home/96510145,SW Michigan MLS,19047851,N,Y,42.2997753,-85.6693933
PAST SALE,December-17-2019,Single Family Residential,601 Elm St,Kalamazoo,MI,49007,130000,3,2.0,K08 - N Side w/in City Limits,1161,3920,1900,106,112,,Sold,,,http://www.redfin.com/MI/Kalamazoo/601-Elm-St-49007/home/96156929,SW Michigan MLS,19054433,N,Y,42.2967006,-85.59459
PAST SALE,December-13-2019,Condo/Co-op,246 Dunbarton Ct,Kalamazoo,MI,49006,115000,2,2.5,K07 - Westwood-NW Kalamazo,1407,,1972,110,82,299,Sold,,,http://www.redfin.com/MI/Kalamazoo/246-Dunbarton-Ct-49006/unit-11/home/96228639,SW Michigan MLS,19051067,N,Y,42.2945932,-85.6224885
PAST SALE,,Single Family Residential,3304 Canterbury Ave,Kalamazoo,MI,49006,100000,,,,,10019,,,,,,,,http://www.redfin.com/MI/Kalamazoo/3304-Canterbury-Ave-49006/home/111962135,,,N,Y,42.300477,-85.6300975
PAST SALE,,Single Family Residential,1117 W North St,Kalamazoo,MI,49006,70000,,,,,3485,,,,,,,,http://www.redfin.com/MI/Kalamazoo/1117-W-North-St-49006/home/96304930,,,N,Y,42.2973575,-85.6002567
PAST SALE,February-21-2020,Single Family Residential,1618 Charles Ave,Kalamazoo,MI,49048,40000,4,1.5,K12 - East to Twp Line Eastwood,1521,8712,1926,40,26,,Sold,,,http://www.redfin.com/MI/Kalamazoo/1618-Charles-Ave-49048/home/96194974,SW Michigan MLS,20003018,N,Y,42.2955801,-85.5595012
PAST SALE,January-31-2020,Single Family Residential,521 Elm St,Kalamazoo,MI,49007,99900,3,2.0,K08 - N Side w/in City Limits,1899,2919,1900,61,53,,Sold,,,http://www.redfin.com/MI/Kalamazoo/521-Elm-St-49007/home/111943675,SW Michigan MLS,19050351,N,Y,42.2962302,-85.5944484
PAST SALE,May-13-2019,Single Family Residential,1205 Bunkerhill Dr,Kalamazoo,MI,49009,220000,4,2.5,K22 - Oshtemo Twp,2570,14499,1968,324,86,,Sold,,,http://www.redfin.com/MI/Kalamazoo/1205-Bunkerhill-Dr-49009/home/96315955,SW Michigan MLS,19007864,N,Y,42.2999764,-85.6721818
PAST SALE,July-15-2019,Single Family Residential,7855 Harvest Hill Ln,Kalamazoo,MI,49009,400000,4,3.5,K22 - Oshtemo Twp,4178,19166,2011,261,96,50,Sold,,,http://www.redfin.com/MI/Kalamazoo/7855-Harvest-Hill-Ln-49009/home/96411387,SW Michigan MLS,19018521,N,Y,42.2861347,-85.7041693
PAST SALE,June-12-2019,Condo/Co-op,1630 Linden Trl,Kalamazoo,MI,49009,222500,3,2.5,K22 - Oshtemo Twp,1986,,2002,294,112,260,Sold,,,http://www.redfin.com/MI/Kalamazoo/1630-Linden-Trl-49009/home/111969737,SW Michigan MLS,19005925,N,Y,42.274247,-85.6694143
PAST SALE,November-1-2019,Single Family Residential,166 W Ridge Cir,Kalamazoo,MI,49009,250000,3,2.0,K22 - Oshtemo Twp,1932,16117,1966,152,129,,Sold,,,http://www.redfin.com/MI/Kalamazoo/166-W-Ridge-Cir-49009/home/96199001,SW Michigan MLS,19047326,N,Y,42.2901137,-85.6714596
PAST SALE,November-20-2019,Single Family Residential,164 Lodge Ln,Kalamazoo,MI,49009,300000,4,3.0,K22 - Oshtemo Twp,3980,20860,1965,133,75,,Sold,,,http://www.redfin.com/MI/Kalamazoo/164-Lodge-Ln-49009/home/96109262,SW Michigan MLS,19034480,N,Y,42.2899806,-85.6679287
PAST SALE,December-30-2019,Condo/Co-op,6105 Peregrine Trl,Kalamazoo,MI,49009,215000,2,2.0,K22 - Oshtemo Twp,1775,1,2005,93,121,260,Sold,,,http://www.redfin.com/MI/Kalamazoo/6105-Peregrine-Trl-49009/home/111956496,SW Michigan MLS,19047751,N,Y,42.2761918,-85.6697898
PAST SALE,January-3-2020,Single Family Residential,293 Murphys Trl,Kalamazoo,MI,49009,198100,3,2.0,K22 - Oshtemo Twp,1248,9583,2005,89,159,,Sold,,,http://www.redfin.com/MI/Kalamazoo/293-Murphy-s-Trl-49009/home/96292194,SW Michigan MLS,19055158,N,Y,42.2912969,-85.6783377
PAST SALE,February-28-2020,Single Family Residential,6355 Gabriella Trl,Kalamazoo,MI,49009,272850,5,3.5,K22 - Oshtemo Twp,2498,7195,2019,33,109,13,Sold,,,http://www.redfin.com/MI/Oshtemo-Township/Gabriella-Trl-49009/home/145724577,SW Michigan MLS,19051495,N,Y,42.286384,-85.674069
PAST SALE,February-20-2020,Condo/Co-op,1692 Linden Trl,Kalamazoo,MI,49009,260000,2,2.5,K22 - Oshtemo Twp,2316,,2002,41,112,277,Sold,,,http://www.redfin.com/MI/Kalamazoo/1692-Linden-Trl-49009/home/96189680,SW Michigan MLS,20003784,N,Y,42.2730093,-85.6688652
PAST SALE,January-24-2020,Single Family Residential,3449 Wyngate Mdw,Galesburg,MI,49053,310000,5,3.5,K13 - Comstock & Charleston,3070,20414,2003,68,101,70,Sold,,,http://www.redfin.com/MI/Galesburg/3449-Wyngate-Mdw-49053/home/96391805,SW Michigan MLS,19050431,N,Y,42.3194423,-85.456212
PAST SALE,April-12-2019,Single Family Residential,10280 E G Ave,Richland,MI,49083,120000,2,2.0,K13 - Comstock & Charleston,1344,59241,1990,355,89,,Sold,,,http://www.redfin.com/MI/Richland/10280-E-G-Ave-49083/home/96295089,SW Michigan MLS,18046533,N,Y,42.3325042,-85.4288726
PAST SALE,,Single Family Residential,257 Burgess Dr,Galesburg,MI,49053,125000,,,,,12197,,,,,,,,http://www.redfin.com/MI/Galesburg/257-Burgess-Dr-49053/home/96312998,,,N,Y,42.2967454,-85.4147431
PAST SALE,,Single Family Residential,408 Cynthia St,Galesburg,MI,49053,182000,,,,,10454,,,,,,,,http://www.redfin.com/MI/Galesburg/408-Cynthia-St-49053/home/96422076,,,N,Y,42.2852547,-85.4328424
PAST SALE,October-9-2019,Single Family Residential,8724 S 28th St,Scotts,MI,49088,228000,3,2.0,K16 - Pavillion & Climax Tw,3082,44867,1900,175,74,,Sold,,,http://www.redfin.com/MI/Scotts/8724-S-28th-St-49088/home/96497504,SW Michigan MLS,19016066,N,Y,42.1907489,-85.4916501
PAST SALE,April-19-2019,Single Family Residential,1709 Kingston Ave,Kalamazoo,MI,49001,130900,3,1.0,K01 - Milwood,1191,7841,1947,348,110,,Sold,,,http://www.redfin.com/MI/Kalamazoo/1709-Kingston-Ave-49001/home/96442432,SW Michigan MLS,19001121,N,Y,42.2574278,-85.5590392
PAST SALE,,Single Family Residential,40794 Robin St,Mattawan,MI,49071,219500,,,,,32044,,,,,,,,http://www.redfin.com/MI/Mattawan/40794-Robin-St-49071/home/96317929,,,N,Y,42.2711406,-85.7776572
PAST SALE,August-15-2019,Single Family Residential,5847 Lovers Ln,Portage,MI,49002,158000,3,2.0,K19 - North Portage,1308,36678,1925,230,121,,Sold,,,http://www.redfin.com/MI/Portage/5847-Lovers-Ln-49002/home/96170039,SW Michigan MLS,19032414,N,Y,42.2315848,-85.5741143
PAST SALE,,Single Family Residential,2220 Golfview Ave,Kalamazoo,MI,49001,125000,,,,,7841,,,,,,,,http://www.redfin.com/MI/Kalamazoo/2220-Golfview-Ave-49001/home/96393398,,,N,Y,42.2498628,-85.5516812
PAST SALE,,Single Family Residential,1921 Banbury Rd,Kalamazoo,MI,49001,142000,,,,,7841,,,,,,,,http://www.redfin.com/MI/Kalamazoo/1921-Banbury-Rd-49001/home/96294075,,,N,Y,42.2511786,-85.5557016
PAST SALE,,Single Family Residential,1503 Homecrest Ave,Kalamazoo,MI,49001,156000,,,,,8276,,,,,,,,http://www.redfin.com/MI/Kalamazoo/1503-Homecrest-Ave-49001/home/96135510,,,N,Y,42.2652849,-85.5613211
PAST SALE,,Single Family Residential,1030 Sheridan Dr,Kalamazoo,MI,49001,116000,,,,,8276,,,,,,,,http://www.redfin.com/MI/Kalamazoo/1030-Sheridan-Dr-49001/home/96309686,,,N,Y,42.2612528,-85.5674312
PAST SALE,October-10-2019,Single Family Residential,2114 Golfview Ave,Kalamazoo,MI,49001,162500,3,2.0,K01 - Milwood,2218,7920,1952,174,73,,Sold,,,http://www.redfin.com/MI/Kalamazoo/2114-Golfview-Ave-49001/home/96318220,SW Michigan MLS,19045578,N,Y,42.2497562,-85.552726
PAST SALE,August-30-2019,Single Family Residential,1515 Sheridan Dr,Kalamazoo,MI,49001,149900,2,2.0,K01 - Milwood,1727,8370,1951,215,87,,Sold,,,http://www.redfin.com/MI/Kalamazoo/1515-Sheridan-Dr-49001/home/96265447,SW Michigan MLS,19034237,N,Y,42.2615869,-85.5609084
PAST SALE,,Single Family Residential,2211 Winters Dr,Portage,MI,49002,113000,,,,,20473,,,,,,,,http://www.redfin.com/MI/Portage/2211-Winters-Dr-49002/home/96840384,,,N,Y,42.2381036,-85.5634306
PAST SALE,October-31-2019,Single Family Residential,2428 Nora St,Kalamazoo,MI,49001,65800,3,1.0,K01 - Milwood,960,7405,1972,153,69,,Sold,,,http://www.redfin.com/MI/Kalamazoo/2428-Nora-St-49001/home/96121626,SW Michigan MLS,19040735,N,Y,42.2659997,-85.5572295
PAST SALE,November-1-2019,Single Family Residential,1120 Lakeway Ave,Kalamazoo,MI,49001,237100,4,2.0,K01 - Milwood,2081,25920,1937,152,114,,Sold,,,http://www.redfin.com/MI/Kalamazoo/1120-Lakeway-Ave-49001/home/96344900,SW Michigan MLS,19046100,N,Y,42.2527377,-85.5666977
PAST SALE,November-8-2019,Single Family Residential,3848 Lovers Ln,Kalamazoo,MI,49001,110000,2,1.0,K01 - Milwood,1362,20996,1943,145,81,,Sold,,,http://www.redfin.com/MI/Kalamazoo/3848-Lovers-Ln-49001/home/96243863,SW Michigan MLS,19043136,N,Y,42.2531637,-85.5717628
PAST SALE,November-15-2019,Single Family Residential,1512 Cambridge Dr,Kalamazoo,MI,49001,78000,2,1.0,K01 - Milwood,1055,8712,1952,138,74,,Sold,,,http://www.redfin.com/MI/Kalamazoo/1512-Cambridge-Dr-49001/home/96386877,SW Michigan MLS,19047534,N,Y,42.2629188,-85.5610697
PAST SALE,,Single Family Residential,3113 Lowell St,Kalamazoo,MI,49001,95000,,,,,6098,,,,,,,,http://www.redfin.com/MI/Kalamazoo/3113-Lowell-St-49001/home/96497639,,,N,Y,42.2601967,-85.5567671
PAST SALE,October-3-2019,Single Family Residential,1604 Hamelink Dr,Portage,MI,49002,145000,3,1.5,K19 - North Portage,2095,39640,1948,181,69,,Sold,,,http://www.redfin.com/MI/Portage/1604-Hamelink-Dr-49002/home/96109275,SW Michigan MLS,19029224,N,Y,42.2361363,-85.5709589
PAST SALE,November-15-2019,Single Family Residential,3108 Lowell St,Kalamazoo,MI,49001,144900,3,1.0,K01 - Milwood,1100,6000,1940,138,132,,Sold,,,http://www.redfin.com/MI/Kalamazoo/3108-Lowell-St-49001/home/96166129,SW Michigan MLS,19046988,N,Y,42.2602922,-85.5572496
PAST SALE,May-30-2019,Single Family Residential,2720 Emerald Dr,Kalamazoo,MI,49001,125000,3,1.0,K01 - Milwood,876,8712,1955,307,143,,Sold,,,http://www.redfin.com/MI/Kalamazoo/2720-Emerald-Dr-49001/home/96241599,SW Michigan MLS,19014234,N,Y,42.2636272,-85.5507784
PAST SALE,November-21-2019,Single Family Residential,2516 Emerald Dr,Kalamazoo,MI,49001,115000,3,1.0,K01 - Milwood,864,10019,1955,132,133,,Sold,,,http://www.redfin.com/MI/Kalamazoo/2516-Emerald-Dr-49001/home/111971534,SW Michigan MLS,19050438,N,Y,42.2657845,-85.5506969
PAST SALE,December-26-2019,Single Family Residential,1607 Royce Ave,Kalamazoo,MI,49001,186000,3,1.5,K01 - Milwood,2206,21606,1940,97,84,,Sold,,,http://www.redfin.com/MI/Kalamazoo/1607-Royce-Ave-49001/home/96377577,SW Michigan MLS,19053917,N,Y,42.2555341,-85.5600754
PAST SALE,,Single Family Residential,709 Foley St,Kalamazoo,MI,49001,120000,,,,,9583,,,,,,,,http://www.redfin.com/MI/Kalamazoo/709-Foley-St-49001/home/96427328,,,N,Y,42.2579979,-85.5723286
PAST SALE,,Single Family Residential,1724 Winton Ave,Kalamazoo,MI,49001,136000,,,,,8712,,,,,,,,http://www.redfin.com/MI/Kalamazoo/1724-Winton-Ave-49001/home/96126840,,,N,Y,42.2561318,-85.5585161
PAST SALE,November-13-2019,Single Family Residential,2139 Miles Ave,Kalamazoo,MI,49001,147000,2,2.0,K01 - Milwood,1200,10800,1927,140,123,,Sold,,,http://www.redfin.com/MI/Kalamazoo/2139-Miles-Ave-49001/home/96233658,SW Michigan MLS,19050600,N,Y,42.2543619,-85.5520223
PAST SALE,December-30-2019,Multi-Family (2-4 Unit),3309 St Joseph St,Kalamazoo,MI,49001,427000,4,3.0,K01 - Milwood,,13068,1962,93,,,Sold,,,http://www.redfin.com/MI/Kalamazoo/3309-St-Joseph-St-49001/home/96844080,SW Michigan MLS,19054392,N,Y,42.2586488,-85.5708838
PAST SALE,November-26-2019,Single Family Residential,1706 Helen Ave,Portage,MI,49002,187100,3,2.5,K19 - North Portage,2665,15246,1955,127,70,,Sold,,,http://www.redfin.com/MI/Portage/1706-Helen-Ave-49002/home/96243574,SW Michigan MLS,19030544,N,Y,42.238507,-85.5695842
PAST SALE,,Single Family Residential,832 Lakeway Ave,Kalamazoo,MI,49001,178000,,,,,5663,,,,,,,,http://www.redfin.com/MI/Kalamazoo/832-Lakeway-Ave-49001/home/96158598,,,N,Y,42.2524521,-85.5699789
PAST SALE,December-9-2019,Single Family Residential,1307 Lakeway Ave,Kalamazoo,MI,49001,185000,3,1.5,K01 - Milwood,1425,10890,1948,114,130,,Sold,,,http://www.redfin.com/MI/Kalamazoo/1307-Lakeway-Ave-49001/home/96260719,SW Michigan MLS,19052844,N,Y,42.2532114,-85.5641383
PAST SALE,February-28-2020,Single Family Residential,2128 Banbury Rd,Kalamazoo,MI,49001,150000,2,2.0,K01 - Milwood,1261,7840,1951,33,119,,Sold,,,http://www.redfin.com/MI/Kalamazoo/2128-Banbury-Rd-49001/home/96356894,SW Michigan MLS,20003224,N,Y,42.2506834,-85.552344
PAST SALE,March-4-2020,Single Family Residential,1308 Howland Ave,Kalamazoo,MI,49001,151000,3,1.0,K01 - Milwood,1434,14810,1936,28,105,,Sold,,,http://www.redfin.com/MI/Kalamazoo/1308-Howland-Ave-49001/home/96144033,SW Michigan MLS,19055004,N,Y,42.2585077,-85.5637649
PAST SALE,March-11-2020,Single Family Residential,1219 Miller Rd,Kalamazoo,MI,49001,145000,4,1.0,K01 - Milwood,1575,8712,1942,21,92,,Sold,,,http://www.redfin.com/MI/Kalamazoo/1219-Miller-Rd-49001/home/96305829,SW Michigan MLS,19058576,N,Y,42.2670297,-85.5644866
PAST SALE,March-12-2020,Single Family Residential,1808 Indian Rd,Portage,MI,49002,117000,2,1.0,K19 - North Portage,750,11480,1947,20,156,,Sold,,,http://www.redfin.com/MI/Portage/1808-Indian-Rd-49002/home/96176173,SW Michigan MLS,20001875,N,Y,42.2437788,-85.568325
PAST SALE,March-12-2020,Single Family Residential,1122 Southern Ave,Kalamazoo,MI,49001,170500,3,1.5,K01 - Milwood,1403,8102,1925,20,122,,Sold,,,http://www.redfin.com/MI/Kalamazoo/1122-Southern-Ave-49001/home/96300754,SW Michigan MLS,20003858,N,Y,42.2639182,-85.5657831
PAST SALE,March-19-2020,Multi-Family (2-4 Unit),930 Roseland Ave,Kalamazoo,MI,49001,123500,4,3.0,K01 - Milwood,,10725,1947,13,,,Sold,,,http://www.redfin.com/MI/Kalamazoo/930-Roseland-Ave-49001/home/96468239,SW Michigan MLS,20001334,N,Y,42.2657226,-85.5684665
PAST SALE,March-19-2020,Single Family Residential,2140 Miles Ave,Kalamazoo,MI,49001,134000,3,2.0,K01 - Milwood,1309,10110,1937,13,102,,Sold,,,http://www.redfin.com/MI/Kalamazoo/2140-Miles-Ave-49001/home/111975073,SW Michigan MLS,19059006,N,Y,42.2538533,-85.5519589
PAST SALE,March-20-2020,Single Family Residential,2007 Bloomfield Ave,Kalamazoo,MI,49001,150000,3,1.0,K01 - Milwood,1269,8494,1957,12,118,,Sold,,,http://www.redfin.com/MI/Kalamazoo/2007-Bloomfield-Ave-49001/home/96388036,SW Michigan MLS,20005057,N,Y,42.2483171,-85.5546202
PAST SALE,February-13-2020,Single Family Residential,1310 Miller Rd,Kalamazoo,MI,49001,160300,4,2.0,K01 - Milwood,2380,9768,1947,48,67,,Sold,,,http://www.redfin.com/MI/Kalamazoo/1310-Miller-Rd-49001/home/111954905,SW Michigan MLS,19053863,N,Y,42.2666205,-85.5638434
PAST SALE,March-31-2020,Single Family Residential,1510 E Cork St,Kalamazoo,MI,49001,89900,3,2.0,K01 - Milwood,1001,6229,1930,1,90,,Sold,,,http://www.redfin.com/MI/Kalamazoo/1510-E-Cork-St-49001/home/96301562,SW Michigan MLS,20005726,N,Y,42.2593282,-85.5611497
PAST SALE,September-16-2019,Condo/Co-op,257 Ballantrae Ct,Kalamazoo,MI,49006,110000,2,2.5,K07 - Westwood-NW Kalamazo,1731,,1972,198,64,300,Sold,,,http://www.redfin.com/MI/Kalamazoo/257-Ballantrae-Ct-49006/home/96357883,SW Michigan MLS,19036927,N,Y,42.2945971,-85.6229042
PAST SALE,October-30-2019,Single Family Residential,4691 Cypress Creek Ln,Kalamazoo,MI,49004,190000,4,2.0,K07 - Westwood-NW Kalamazo,1546,10890,1997,154,123,,Sold,,,http://www.redfin.com/MI/Kalamazoo/4691-Cypress-Creek-Ln-49004/home/96208723,SW Michigan MLS,19040966,N,Y,42.3302385,-85.6199779
PAST SALE,,Condo/Co-op,114 Lanark Ct Unit C,Kalamazoo,MI,49006,78500,,,,,,,,,,,,,http://www.redfin.com/MI/Kalamazoo/114-Lanark-Ct-49006/unit-C/home/111991574,,,N,Y,42.293705,-85.622635
PAST SALE,,Condo/Co-op,149 Selkirk Ct Unit D,Kalamazoo,MI,49006,75000,,,,,,,,,,,,,http://www.redfin.com/MI/Kalamazoo/149-Selkirk-Ct-49006/unit-D/home/111955930,,,N,Y,42.293705,-85.622635
PAST SALE,March-10-2020,Single Family Residential,4843 Yellow Pine Ln,Kalamazoo,MI,49004,180000,3,2.0,K07 - Westwood-NW Kalamazo,1660,10890,1995,22,108,,Sold,,,http://www.redfin.com/MI/Kalamazoo/4843-Yellow-Pine-Ln-49004/home/96381626,SW Michigan MLS,19058308,N,Y,42.3315175,-85.6223072
PAST SALE,March-13-2020,Condo/Co-op,244 Dunbarton Ct,Kalamazoo,MI,49007,127000,2,2.5,K07 - Westwood-NW Kalamazo,1575,,1972,19,81,323,Sold,,,http://www.redfin.com/MI/Kalamazoo/244-Dunbarton-Ct-49006/home/96446877,SW Michigan MLS,19057394,N,Y,42.294594,-85.6225362
PAST SALE,March-23-2020,Single Family Residential,4610 Winding Way,Kalamazoo,MI,49006,150000,4,1.0,K07 - Westwood-NW Kalamazo,1542,21780,1930,9,97,,Sold,,,http://www.redfin.com/MI/Kalamazoo/4610-Winding-Way-49006/home/111954561,SW Michigan MLS,20001304,N,Y,42.3277936,-85.6436568
PAST SALE,March-30-2020,Single Family Residential,4919 Sweet Cherry Ln,Kalamazoo,MI,49004,193900,4,2.0,K07 - Westwood-NW Kalamazo,2190,11718,1995,2,89,,Sold,,,http://www.redfin.com/MI/Kalamazoo/4919-Sweet-Cherry-Ln-49004/home/96268722,SW Michigan MLS,20005571,N,Y,42.3321501,-85.6232911
PAST SALE,July-19-2019,Single Family Residential,808 Campbell Ave,Kalamazoo,MI,49006,135000,2,1.0,K07 - Westwood-NW Kalamazo,1036,13504,1922,257,130,,Sold,,,http://www.redfin.com/MI/Kalamazoo/808-Campbell-Ave-49006/home/96184973,SW Michigan MLS,19026119,N,Y,42.2995236,-85.6151583
PAST SALE,August-6-2019,Single Family Residential,34932 23rd St,Kalamazoo,MI,49009,168000,3,1.0,K81 - Waverly & Almena Twp,1317,43560,1950,239,128,,Sold,,,http://www.redfin.com/MI/Kalamazoo/34932-23rd-St-49009/home/96325339,SW Michigan MLS,19026900,N,Y,42.2920766,-85.7763358
PAST SALE,July-25-2019,Single Family Residential,619 Campbell Ave,Kalamazoo,MI,49006,176000,3,2.5,K07 - Westwood-NW Kalamazo,2064,6534,1941,251,85,,Sold,,,http://www.redfin.com/MI/Kalamazoo/619-Campbell-Ave-49006/home/96710409,SW Michigan MLS,19001100,N,Y,42.2980038,-85.6156001
PAST SALE,,Condo/Co-op,725 Academy St,Kalamazoo,MI,49007,72000,,,,,,,,,,,,,http://www.redfin.com/MI/Kalamazoo/725-Academy-St-49007/home/112025961,,,N,Y,42.290386,-85.593405
PAST SALE,,Condo/Co-op,125 Pine Cove Cir,Kalamazoo,MI,49006,223000,,,,,,,,,,,,,http://www.redfin.com/MI/Kalamazoo/125-Pine-Cove-Cir-49006/home/96570746,,,N,Y,42.2918343,-85.641259
PAST SALE,December-18-2019,Multi-Family (2-4 Unit),416 Douglas Ave,Kalamazoo,MI,49007,50000,3,2.0,K08 - N Side w/in City Limits,,8712,1885,105,,,Sold,,,http://www.redfin.com/MI/Kalamazoo/416-Douglas-Ave-49007/home/111975208,SW Michigan MLS,19044651,N,Y,42.2944835,-85.5992162
PAST SALE,December-27-2019,Single Family Residential,815 Woodward,Kalamazoo,MI,49007,32000,2,1.0,K08 - N Side w/in City Limits,720,3267,1925,96,44,,Sold,,,http://www.redfin.com/MI/Kalamazoo/815-Woodward-Ave-49007/home/111945801,SW Michigan MLS,19051728,N,Y,42.2989668,-85.5963427
PAST SALE,February-4-2020,Single Family Residential,915 N Church St,Kalamazoo,MI,49007,75000,4,1.5,K08 - N Side w/in City Limits,1394,4356,1905,57,54,,Sold,,,http://www.redfin.com/MI/Kalamazoo/915-N-Church-St-49007/home/96338740,SW Michigan MLS,19052937,N,Y,42.3005025,-85.5865534
PAST SALE,February-27-2020,Single Family Residential,537 Wealthy St,Kalamazoo,MI,49006,172000,3,2.0,K07 - Westwood-NW Kalamazo,1564,8712,1950,34,110,,Sold,,,http://www.redfin.com/MI/Kalamazoo/537-Wealthy-St-49006/home/96166784,SW Michigan MLS,20002170,N,Y,42.297126,-85.6192751
PAST SALE,March-13-2020,Single Family Residential,418 Stuart Ave,Kalamazoo,MI,49007,320000,4,3.5,K08 - N Side w/in City Limits,3922,7841,1895,19,82,,Sold,,,http://www.redfin.com/MI/Kalamazoo/418-Stuart-Ave-49007/home/96167670,SW Michigan MLS,20003284,N,Y,42.2948507,-85.5974427
PAST SALE,July-19-2019,Single Family Residential,1511 Meadowbrook Ln,Portage,MI,49024,221300,3,2.5,K19 - North Portage,2565,21998,1951,257,86,,Sold,,,http://www.redfin.com/MI/Portage/1511-Meadowbrook-Ln-49024/home/96595865,SW Michigan MLS,19024246,N,Y,42.2439101,-85.607165
PAST SALE,,Condo/Co-op,606 Lynn Ave #11,Kalamazoo,MI,49008,65900,,,,,,,,,,,,,http://www.redfin.com/MI/Kalamazoo/606-Lynn-Ave-49008/unit-11/home/96656497,,,N,Y,42.2562357,-85.5909334
PAST SALE,September-13-2019,Vacant Land,1402 Meadowbrook Ln,Portage,MI,49024,42000,,,K20 - South Portage,,16500,,201,,,Sold,,,http://www.redfin.com/MI/Portage/1402-Meadowbrook-Ln-49024/home/96788662,SW Michigan MLS,19044811,N,Y,42.2444779,-85.6055985
PAST SALE,,Single Family Residential,433 Hutchinson St,Kalamazoo,MI,49001,119600,,,,,14375,,,,,,,,http://www.redfin.com/MI/Kalamazoo/433-Hutchinson-St-49001/home/96468666,,,N,Y,42.2564966,-85.5884421
PAST SALE,,Single Family Residential,3416 Knox St,Kalamazoo,MI,49008,130000,,,,,6098,,,,,,,,http://www.redfin.com/MI/Kalamazoo/3416-Knox-St-49008/home/96721769,,,N,Y,42.2582945,-85.6271763
PAST SALE,December-13-2019,Single Family Residential,3225 S Park St,Kalamazoo,MI,49001,144000,3,2.0,K03 - Westnedge-Whites Rd,1690,13373,1952,110,85,,Sold,,,http://www.redfin.com/MI/Kalamazoo/3225-S-Park-St-49001/home/96612813,SW Michigan MLS,19053589,N,Y,42.2589168,-85.586895
