SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,11833 Blue Ridge Dr,Schoolcraft,MI,49087,239000,3,2.5,K21 - Schoolcraft & Prairie Ronde Twp,1920,19820,2000,63,124,,Active,,,http://www.redfin.com/MI/Schoolcraft/11833-Blue-Ridge-Dr-49087/home/111974620,SW Michigan MLS,19051509,N,Y,42.145717,-85.6171665
MLS Listing,,Single Family Residential,5790 Paxton Ct,Portage,MI,49024,284900,4,2.5,K19 - North Portage,2075,11156,2019,63,137,18,Active,,,http://www.redfin.com/MI/Portage/Unknown-49024/home/169996545,SW Michigan MLS,19051406,N,Y,42.233347,-85.631753
MLS Listing,,Single Family Residential,5760 Paxton Ct,Portage,MI,49024,309900,4,2.5,K19 - North Portage,2393,14597,2019,63,130,18,Active,,,http://www.redfin.com/MI/Portage/Unknown-49024/home/169996542,SW Michigan MLS,19051390,N,Y,42.233511,-85.632395
MLS Listing,,Single Family Residential,6273 Redfern Cir,Portage,MI,49024,319900,4,3.5,K19 - North Portage,3947,25962,1988,64,81,,Active,,,http://www.redfin.com/MI/Portage/6273-Redfern-Cir-49024/home/111945392,SW Michigan MLS,19051341,N,Y,42.2263116,-85.6318241
MLS Listing,,Single Family Residential,6253 E T Ave,Vicksburg,MI,49097,199900,3,1.0,K16 - Pavillion & Climax Tw,1752,436907,1977,65,114,,Active,,,http://www.redfin.com/MI/Vicksburg/6253-E-T-Ave-49097/home/111974594,SW Michigan MLS,19051294,N,Y,42.1593766,-85.5050865
MLS Listing,,Single Family Residential,1131 Odell Farm Ln,Vicksburg,MI,49097,179000,4,2.5,K21 - Schoolcraft & Prairie Ronde Twp,1820,7380,2012,65,98,110,Active,,,http://www.redfin.com/MI/Vicksburg/1131-Odell-Farm-Ln-49097/home/96674030,SW Michigan MLS,19051277,N,Y,42.1362036,-85.5539384
MLS Listing,,Vacant Land,9077 E Op Ave,Scotts,MI,49088,59900,,,K16 - Pavillion & Climax Tw,,215622,,66,,,Active,,,http://www.redfin.com/MI/Scotts/9077-E-Op-Ave-49088/home/143926661,SW Michigan MLS,19051197,N,Y,42.220149,-85.44846
MLS Listing,,Single Family Residential,4694 Nash Ave,Portage,MI,49002,465000,4,2.5,K20 - South Portage,1880,1432253,1995,67,247,,Active,,,http://www.redfin.com/MI/Portage/4694-Nash-Ave-49002/home/96331395,SW Michigan MLS,19051027,N,Y,42.1718766,-85.535014
MLS Listing,,Single Family Residential,1710 Burr Pond Ln,Vicksburg,MI,49097,179900,3,2.0,K21 - Schoolcraft & Prairie Ronde Twp,1735,7633,2019,67,104,8,Active,,,http://www.redfin.com/MI/Vicksburg/1710-Gardner-Pond-Ln-49097/home/169449590,SW Michigan MLS,19050945,N,Y,42.142309,-85.554883
MLS Listing,,Single Family Residential,7158 Hopkinton Dr,Kalamazoo,MI,49009,364900,4,2.5,K25 - Texas Township,3070,14559,2019,68,119,17,Active,,,http://www.redfin.com/MI/Texas-Charter-Township/Hopkinton-Dr-49009/home/169995725,SW Michigan MLS,19050714,N,Y,42.213341,-85.667435
MLS Listing,,Single Family Residential,215 Barberry Ave,Portage,MI,49002,199900,4,1.5,K20 - South Portage,2016,12632,1963,69,99,,Active,,,http://www.redfin.com/MI/Portage/215-Barberry-Ave-49002/home/96267517,SW Michigan MLS,19050578,N,Y,42.1926033,-85.5875179
MLS Listing,,Single Family Residential,4000 Hollow Wood Dr,Portage,MI,49024,547900,4,3.5,K19 - North Portage,3422,32282,2019,69,160,50,Active,,,http://www.redfin.com/MI/Portage/4000-Hollow-Wood-Dr-49024/home/111949264,SW Michigan MLS,19050569,N,Y,42.2241297,-85.6379019
MLS Listing,,Condo/Co-op,7826 Derby Ct,Kalamazoo,MI,49009,349900,2,2.0,K25 - Texas Township,2032,,2005,69,172,303,Active,,,http://www.redfin.com/MI/Kalamazoo/7826-Derby-Ct-49009/home/96394461,SW Michigan MLS,19050561,N,Y,42.2035929,-85.6756322
MLS Listing,,Single Family Residential,719 W Milham Ave,Portage,MI,49024,134900,3,1.5,K19 - North Portage,1222,7930,1959,69,110,,Active,,,http://www.redfin.com/MI/Portage/719-W-Milham-Ave-49024/home/96136104,SW Michigan MLS,19050473,N,Y,42.2298478,-85.5974829
MLS Listing,,Vacant Land,5210 S 11th St,Kalamazoo,MI,49009,4800000,,,K25 - Texas Township,,2090880,,69,,,Active,,,http://www.redfin.com/MI/Kalamazoo/5210-S-11th-St-49009/home/96759234,SW Michigan MLS,19050463,N,Y,42.2429736,-85.6585805
MLS Listing,,Single Family Residential,5775 Paxton Ct,Portage,MI,49024,277900,4,2.5,K19 - North Portage,1870,10502,2019,69,149,18,Active,,,http://www.redfin.com/MI/Portage/Unknown-49024/home/169996547,SW Michigan MLS,19050459,N,Y,42.233805,-85.630877
MLS Listing,,Single Family Residential,11192 S 8th St,Schoolcraft,MI,49087,449900,3,4.0,K21 - Schoolcraft & Prairie Ronde Twp,2690,1123848,1978,70,167,,Active,,,http://www.redfin.com/MI/Schoolcraft/11192-S-8th-St-49087/home/96253807,SW Michigan MLS,19050379,N,Y,42.152394,-85.6877668
MLS Listing,,Single Family Residential,5710 Blue Jay Dr,Kalamazoo,MI,49009,489990,4,2.5,K25 - Texas Township,3070,25529,2019,70,160,,Active,,,http://www.redfin.com/MI/Kalamazoo/5710-Blue-Jay-Dr-49009/home/111990046,SW Michigan MLS,19050289,N,Y,42.197086,-85.661751
MLS Listing,,Single Family Residential,832 Parker Ave,Kalamazoo,MI,49008,127900,4,2.5,K03 - Westnedge-Whites Rd,1876,11587,1930,70,68,,Active,,,http://www.redfin.com/MI/Kalamazoo/832-Parker-Ave-49008/home/96166235,SW Michigan MLS,19050291,N,Y,42.2544273,-85.5956347
MLS Listing,,Single Family Residential,1525 Royal Oak Ave,Portage,MI,49024,204900,3,2.5,K19 - North Portage,1997,12632,1965,71,103,,Active,,,http://www.redfin.com/MI/Portage/1525-Royal-Oak-Ave-49024/home/96323879,SW Michigan MLS,19050214,N,Y,42.20487,-85.6073256
MLS Listing,,Single Family Residential,8141 Land O Lakes Dr,Kalamazoo,MI,49048,214900,4,1.5,K16 - Pavillion & Climax Tw,2258,78103,1974,73,95,,Active,,,http://www.redfin.com/MI/Kalamazoo/8141-Land-O-Lakes-Dr-49048/home/111960972,SW Michigan MLS,19050100,N,Y,42.1990495,-85.5287545
MLS Listing,,Single Family Residential,6108 Arrowhead Dr,Scotts,MI,49088,209900,4,2.0,K16 - Pavillion & Climax Tw,2438,13200,1980,73,86,,Active,,,http://www.redfin.com/MI/Scotts/6108-Arrowhead-Dr-49088/home/96278357,SW Michigan MLS,19050101,N,Y,42.185404,-85.508678
MLS Listing,,Single Family Residential,1393 E Crooked Lake Dr,Kalamazoo,MI,49009,385000,3,2.0,K25 - Texas Township,2128,5227,1984,73,181,,Active,,,http://www.redfin.com/MI/Kalamazoo/1393-E-Crooked-Lake-Dr-49009/home/111975996,SW Michigan MLS,19050067,N,Y,42.2051937,-85.6993172
MLS Listing,,Single Family Residential,5250 Queen Victoria Ln,Kalamazoo,MI,49009,458000,5,4.5,K25 - Texas Township,4400,24394,2005,73,104,,Active,,,http://www.redfin.com/MI/Kalamazoo/5250-Queen-Victoria-Ln-49009/home/96159545,SW Michigan MLS,19050066,N,Y,42.2198334,-85.653241
MLS Listing,,Condo/Co-op,606 Lynn Ave Unit 9,Kalamazoo,MI,49008,64900,2,1.0,K03 - Westnedge-Whites Rd,1017,,1967,73,64,215,Active,,,http://www.redfin.com/MI/Kalamazoo/606-Lynn-Ave-49008/unit-9/home/111974763,SW Michigan MLS,19050052,N,Y,42.2562357,-85.5909334
MLS Listing,,Single Family Residential,4200 W U Ave,Schoolcraft,MI,49087,350000,5,4.5,K21 - Schoolcraft & Prairie Ronde Twp,3988,62291,1968,74,88,,Active,,,http://www.redfin.com/MI/Schoolcraft/4200-W-U-Ave-49087/home/107327124,SW Michigan MLS,19049894,N,Y,42.1433978,-85.6410202
MLS Listing,,Single Family Residential,1511 Ives Mill Ln,Vicksburg,MI,49097,180000,4,2.5,K21 - Schoolcraft & Prairie Ronde Twp,1870,6970,2013,74,96,,Active,,,http://www.redfin.com/MI/Vicksburg/1511-Ives-Mill-Ln-49097/home/96191694,SW Michigan MLS,19049756,N,Y,42.1369641,-85.5537916
MLS Listing,,Single Family Residential,2314 Amherst Ave,Kalamazoo,MI,49008,100000,3,1.0,K04 - Oakwood-Parkview,1267,7841,1922,74,79,,Active,,,http://www.redfin.com/MI/Kalamazoo/2314-Amherst-Ave-49008/home/111943594,SW Michigan MLS,19049755,N,Y,42.2577978,-85.6177002
MLS Listing,,Single Family Residential,5379 Misty Creek Dr,Kalamazoo,MI,49009,279500,4,2.5,K25 - Texas Township,2528,17366,2005,74,111,,Active,,,http://www.redfin.com/MI/Kalamazoo/5379-Misty-Creek-Dr-49009/home/96136428,SW Michigan MLS,19049699,N,Y,42.2422917,-85.655629
MLS Listing,,Single Family Residential,4220 Gray St,Portage,MI,49002,189900,4,3.0,K20 - South Portage,2293,13068,1980,75,83,,Active,,,http://www.redfin.com/MI/Portage/4220-Gray-St-49002/home/96242114,SW Michigan MLS,19049642,N,Y,42.1897441,-85.5383886
MLS Listing,,Single Family Residential,1652 Ives Mill Ln,Vicksburg,MI,49097,199900,4,2.5,K21 - Schoolcraft & Prairie Ronde Twp,2022,7327,2019,75,99,8,Active,,,http://www.redfin.com/MI/Vicksburg/1652-Ives-Mill-Ln-49097/home/169367339,SW Michigan MLS,19049524,N,Y,42.1404103,-85.5543853
MLS Listing,,Single Family Residential,6504 Hampton St,Portage,MI,49024,219000,4,1.5,K19 - North Portage,2228,8470,1967,76,98,,Active,,,http://www.redfin.com/MI/Portage/6504-Hampton-St-49024/home/96388858,SW Michigan MLS,19049378,N,Y,42.2227322,-85.6105794
MLS Listing,,Condo/Co-op,7655 Blackmar Cir,Portage,MI,49024,145000,2,2.0,K19 - North Portage,1132,,1983,76,128,328,Active,,,http://www.redfin.com/MI/Portage/7655-Blackmar-Cir-49024/home/96261158,SW Michigan MLS,19049264,N,Y,42.2061564,-85.6341864
MLS Listing,,Single Family Residential,4442 Bronson Blvd,Kalamazoo,MI,49008,499900,6,4.0,K03 - Westnedge-Whites Rd,5717,38246,1950,76,87,,Active,,,http://www.redfin.com/MI/Kalamazoo/4442-Bronson-Blvd-49008/home/96288228,SW Michigan MLS,19049187,N,Y,42.2455131,-85.6023242
MLS Listing,,Vacant Land,8607 E Op Ave,Kalamazoo,MI,49048,11000,,,K16 - Pavillion & Climax Tw,,34848,,77,,,Active,,,http://www.redfin.com/MI/Kalamazoo/8607-E-O-P-Ave-49048/home/111970715,SW Michigan MLS,19049175,N,Y,42.219717,-85.4606134
MLS Listing,,Single Family Residential,7398 Oak Shore Dr,Portage,MI,49024,725000,4,3.5,K19 - North Portage,5326,24959,1989,79,136,140,Active,,,http://www.redfin.com/MI/Portage/7398-Oak-Shore-Dr-49024/home/96207240,SW Michigan MLS,19048926,N,Y,42.2097814,-85.6362406
MLS Listing,,Single Family Residential,7988 Greenfield Shores Dr,Scotts,MI,49088,399900,2,2.5,K16 - Pavillion & Climax Tw,1635,18731,1971,79,245,,Active,,,http://www.redfin.com/MI/Scotts/7988-Greenfield-Shrs-49088/home/111975070,SW Michigan MLS,19048916,N,Y,42.20098,-85.509077
MLS Listing,,Vacant Land,3311 3315 Knox St,Kalamazoo,MI,49008,19900,,,K04 - Oakwood-Parkview,,6142,,79,,,Active,,,http://www.redfin.com/MI/Kalamazoo/3315-Knox-St-49008/home/111960815,SW Michigan MLS,19048911,N,Y,42.2590151,-85.6267647
MLS Listing,,Single Family Residential,3403 Knox St,Kalamazoo,MI,49008,129900,4,2.0,K04 - Oakwood-Parkview,1934,12320,1935,79,67,,Active,,,http://www.redfin.com/MI/Kalamazoo/3403-Knox-St-49008/home/96198890,SW Michigan MLS,19048903,N,Y,42.2584122,-85.6267346
MLS Listing,,Vacant Land,3930 S 9th St,Kalamazoo,MI,49009,309000,,,K22 - Oshtemo Twp,,119790,,80,,,Active,,,http://www.redfin.com/MI/Kalamazoo/3930-S-9th-St-49009/home/144320558,SW Michigan MLS,19048800,N,Y,42.2548812,-85.677584
MLS Listing,,Condo/Co-op,800 Janelle Ct,Portage,MI,49024,354900,2,2.0,K20 - South Portage,2724,,2019,80,130,275,Active,,,http://www.redfin.com/MI/Portage/800-Janelle-CT-49024/home/169286285,SW Michigan MLS,19048794,N,Y,42.160143,-85.597623
MLS Listing,,Condo/Co-op,10631 Gracie Ln,Portage,MI,49024,300000,2,2.0,K20 - South Portage,1304,,2019,80,230,,Active,,,http://www.redfin.com/MI/Portage/Unknown-49024/home/145725019,SW Michigan MLS,19048793,N,Y,42.161993,-85.597622
MLS Listing,,Single Family Residential,7634 Hampton Oaks Dr,Portage,MI,49024,199900,4,2.0,K19 - North Portage,2208,10019,1967,80,91,,Active,,,http://www.redfin.com/MI/Portage/7634-Hampton-Oaks-Dr-49024/home/96375297,SW Michigan MLS,19048792,N,Y,42.2058923,-85.6038709
MLS Listing,,Condo/Co-op,10621 Gracie Ln,Portage,MI,49024,349000,2,2.0,K20 - South Portage,1552,,2019,80,225,275,Active,,,http://www.redfin.com/MI/Portage/Unknown-49024/home/145725017,SW Michigan MLS,19048786,N,Y,42.162436,-85.599279
MLS Listing,,Single Family Residential,5144 Brennerton Dr,Portage,MI,49002,211900,3,2.5,K19 - North Portage,2508,12300,1958,80,84,,Active,,,http://www.redfin.com/MI/Portage/5144-Brennerton-Dr-49002/home/96489247,SW Michigan MLS,19048656,N,Y,42.2423013,-85.5822533
MLS Listing,,Single Family Residential,7747 Drake Rdg,Kalamazoo,MI,49009,395000,4,2.5,K25 - Texas Township,2993,19600,2016,81,132,,Active,,,http://www.redfin.com/MI/Kalamazoo/7747-Drake-Rdg-49009/home/96803403,SW Michigan MLS,19048599,N,Y,42.2046915,-85.6931012
MLS Listing,,Vacant Land,5579 S Red Pine Cir,Kalamazoo,MI,49009,115000,,,K25 - Texas Township,,29046,,81,,237,Active,,,http://www.redfin.com/MI/Kalamazoo/5579-S-Red-Pine-Cir-49009/home/96770751,SW Michigan MLS,19048509,N,Y,42.1981224,-85.6595742
MLS Listing,,Single Family Residential,1743 Grovenberg Ct,Vicksburg,MI,49097,189000,3,2.5,K21 - Schoolcraft & Prairie Ronde Twp,2300,7022,2012,81,82,,Active,,,http://www.redfin.com/MI/Vicksburg/1743-Grovenberg-Ct-49097/home/96227938,SW Michigan MLS,19048456,N,Y,42.142417,-85.5503333
MLS Listing,,Single Family Residential,3803 Blackberry Ln,Kalamazoo,MI,49008,314900,3,2.0,K04 - Oakwood-Parkview,2510,17424,1976,82,125,56,Active,,,http://www.redfin.com/MI/Kalamazoo/3803-Blackberry-Ln-49008/home/96140993,SW Michigan MLS,19048272,N,Y,42.2495355,-85.6367224
MLS Listing,,Vacant Land,4485 Branch Ave,Portage,MI,49002,50000,,,K20 - South Portage,,130680,,82,,,Active,,,http://www.redfin.com/MI/Portage/4485-Branch-Ave-49002/home/111962285,SW Michigan MLS,19048231,N,Y,42.1804516,-85.5355352
MLS Listing,,Single Family Residential,7357 Roslindale Trl,Kalamazoo,MI,49009,299900,4,2.5,K25 - Texas Township,2393,14626,2019,82,125,17,Active,,,http://www.redfin.com/MI/Texas-Charter-Township/Roslindale-Trl-49009/home/145724821,SW Michigan MLS,19048230,N,Y,42.210327,-85.661609
MLS Listing,,Single Family Residential,7439 Brindle Trl,Kalamazoo,MI,49009,270000,3,2.5,K25 - Texas Township,2597,10890,2009,82,104,74,Active,,,http://www.redfin.com/MI/Kalamazoo/7439-Brindle-Trl-49009/home/96413578,SW Michigan MLS,19048192,N,Y,42.2090516,-85.6713794
MLS Listing,,Single Family Residential,4415 E Milham Ave,Portage,MI,49002,156900,4,1.5,K19 - North Portage,2364,13068,1895,84,66,,Active,,,http://www.redfin.com/MI/Portage/4415-E-Milham-Ave-49002/home/96438816,SW Michigan MLS,19047880,N,Y,42.23056,-85.536081
MLS Listing,,Single Family Residential,1747 Grovenberg Ct,Vicksburg,MI,49097,159900,3,2.0,K21 - Schoolcraft & Prairie Ronde Twp,1408,6534,2012,84,114,50,Active,,,http://www.redfin.com/MI/Vicksburg/1747-Grovenberg-Ct-49097/home/96535959,SW Michigan MLS,19047764,N,Y,42.1425695,-85.5502931
MLS Listing,,Single Family Residential,11769 S 23rd St,Vicksburg,MI,49097,345000,3,2.0,K21 - Schoolcraft & Prairie Ronde Twp,2524,514008,1845,85,137,,Active,,,http://www.redfin.com/MI/Vicksburg/11769-S-23rd-St-49097/home/111948131,SW Michigan MLS,19047690,N,Y,42.146536,-85.536796
MLS Listing,,Single Family Residential,8165 Black Forest Dr,Portage,MI,49002,224900,4,3.0,K20 - South Portage,2258,10890,1998,87,100,,Active,,,http://www.redfin.com/MI/Portage/8165-Black-Forest-Dr-49002/home/96397392,SW Michigan MLS,19047547,N,Y,42.1987559,-85.5370412
MLS Listing,,Vacant Land,0 S 8th St,Schoolcraft,MI,49087,99900,,,K21 - Schoolcraft & Prairie Ronde Twp,,263974,,87,,,Active,,,http://www.redfin.com/MI/Schoolcraft/S-8th-St-49087/home/96788419,SW Michigan MLS,19047447,N,Y,42.153579,-85.689249
MLS Listing,,Vacant Land,9030 S 8th St,Schoolcraft,MI,49087,45000,,,K25 - Texas Township,,69562,,88,,50,Active,,,http://www.redfin.com/MI/Schoolcraft/9030-S-8th-St-49087/home/147919996,SW Michigan MLS,19047228,N,Y,42.185869,-85.687575
MLS Listing,,Vacant Land,9176 S 8th St,Schoolcraft,MI,49087,87500,,,K25 - Texas Township,,222224,,88,,50,Active,,,http://www.redfin.com/MI/Schoolcraft/9176-S-8th-St-49087/home/148725691,SW Michigan MLS,19047220,N,Y,42.184297,-85.687575
MLS Listing,,Single Family Residential,9078 S 8th St,Schoolcraft,MI,49087,499900,4,2.5,K25 - Texas Township,2458,61040,2019,88,203,50,Active,,,http://www.redfin.com/MI/Schoolcraft/9078-S-8th-ST-49087/home/169209625,SW Michigan MLS,19047213,N,Y,42.18539,-85.687578
MLS Listing,,Single Family Residential,10203 S 28th St,Scotts,MI,49088,99900,2,1.0,K16 - Pavillion & Climax Tw,1080,9088,1960,89,93,,Active,,,http://www.redfin.com/MI/Scotts/10203-S-28th-St-49088/home/96434719,SW Michigan MLS,19047018,N,Y,42.1705649,-85.4912111
MLS Listing,,Single Family Residential,7793 E O Ave,Kalamazoo,MI,49048,209900,4,2.0,K16 - Pavillion & Climax Tw,2266,58806,1970,89,93,,Active,,,http://www.redfin.com/MI/Kalamazoo/7793-E-O-Ave-49048/home/111966817,SW Michigan MLS,19046894,N,Y,42.2343466,-85.4766521
MLS Listing,,Single Family Residential,7137 Breton Woods Ct,Kalamazoo,MI,49009,750000,4,4.0,K25 - Texas Township,6372,33541,2013,90,118,150,Active,,,http://www.redfin.com/MI/Kalamazoo/7137-Breton-Woods-Ct-49009/home/96190061,SW Michigan MLS,19046704,N,Y,42.2132695,-85.6684303
MLS Listing,,Vacant Land,4030 Hollow Wood Dr,Portage,MI,49024,75000,,,K19 - North Portage,,24676,,90,,50,Active,,,http://www.redfin.com/MI/Portage/4030-Hollow-Wood-Dr-49024/home/111956866,SW Michigan MLS,19046694,N,Y,42.2231722,-85.6375666
MLS Listing,,Vacant Land,6225 Mcgillicuddy Ln,Portage,MI,49024,50000,,,K19 - North Portage,,13700,,90,,50,Active,,,http://www.redfin.com/MI/Portage/6225-Mcgillicuddy-Ln-49024/home/111985189,SW Michigan MLS,19046683,N,Y,42.2272165,-85.6355557
MLS Listing,,Single Family Residential,10487 E Q Ave,Scotts,MI,49088,69900,1,1.0,K16 - Pavillion & Climax Tw,487,87120,1920,91,144,,Active,,,http://www.redfin.com/MI/Scotts/10487-E-Q-Ave-49088/home/96716467,SW Michigan MLS,19046634,N,Y,42.2019413,-85.4230987
MLS Listing,,Single Family Residential,5284 Green Pine Ln,Kalamazoo,MI,49009,739000,6,4.5,K25 - Texas Township,5451,30928,1995,94,136,,Active,,,http://www.redfin.com/MI/Kalamazoo/5284-Green-Pine-Ln-49009/home/96140666,SW Michigan MLS,19046234,N,Y,42.1932918,-85.6535621
MLS Listing,,Condo/Co-op,8219 Thimbleweed Trl,Kalamazoo,MI,49009,397000,2,2.0,K25 - Texas Township,1624,6521,2019,94,244,283,Active,,,http://www.redfin.com/MI/Kalamazoo/8219-Thimbleweed-Trl-49009/home/143128574,SW Michigan MLS,19046178,N,Y,42.198057,-85.69226
MLS Listing,,Single Family Residential,2278 Preserve Blvd,Portage,MI,49024,890000,4,3.5,K19 - North Portage,5826,66777,1996,95,153,,Active,,,http://www.redfin.com/MI/Portage/2278-Preserve-Blvd-49024/home/111973087,SW Michigan MLS,19045872,N,Y,42.2420387,-85.616062
MLS Listing,,Single Family Residential,5770 Paxton Ct,Portage,MI,49024,289900,4,3.5,K19 - North Portage,1824,11724,2019,96,159,18,Active,,,http://www.redfin.com/MI/Portage/Unknown-49024/home/169996543,SW Michigan MLS,19045638,N,Y,42.232677,-85.633434
MLS Listing,,Condo/Co-op,1008 Cohasset Ln,Kalamazoo,MI,49008,199900,2,2.5,K02 - Westnedge Hill,2958,,1978,98,68,353,Active,,,http://www.redfin.com/MI/Kalamazoo/1008-Cohasset-Ln-49008/home/96612807,SW Michigan MLS,19045241,N,Y,42.260949,-85.5973549
MLS Listing,,Condo/Co-op,8215 Flat Rock Rdg,Portage,MI,49024,474900,3,3.0,K20 - South Portage,2559,,2019,101,186,275,Active,,,http://www.redfin.com/MI/Portage/8215-Flat-Rock-Rdg-49024/home/145725006,SW Michigan MLS,19044951,N,Y,42.1978026,-85.6178297
MLS Listing,,Single Family Residential,1686 Burr Pond Ln,Vicksburg,MI,49097,187900,3,2.0,K21 - Schoolcraft & Prairie Ronde Twp,2060,7378,2019,101,91,8,Active,,,http://www.redfin.com/MI/Vicksburg/1686-Gardner-Pond-Ln-49097/home/169053357,SW Michigan MLS,19044898,N,Y,42.140544,-85.554765
MLS Listing,,Vacant Land,S 30th St,Kalamazoo,MI,49048,240000,,,K16 - Pavillion & Climax Tw,,2130084,,102,,,Active,,,http://www.redfin.com/MI/Kalamazoo/S-30th-St-49048/home/111979530,SW Michigan MLS,19044646,N,Y,42.229,-85.464286
MLS Listing,,Single Family Residential,494 Anchor Ln,Portage,MI,49002,328900,4,3.5,K20 - South Portage,3568,19602,1996,102,92,,Active,,,http://www.redfin.com/MI/Portage/494-Anchor-Ln-49002/home/111994226,SW Michigan MLS,19044568,N,Y,42.176642,-85.5844034
MLS Listing,,Condo/Co-op,2181 Hollow Creek Trl,Portage,MI,49024,539900,3,3.0,K20 - South Portage,3114,,2019,105,173,355,Active,,,http://www.redfin.com/MI/Portage/2181-Hollow-Creek-Trl-49024/home/112029250,SW Michigan MLS,19043944,N,Y,42.1874544,-85.6144433
MLS Listing,,Condo/Co-op,734 W Kilgore Rd #305,Kalamazoo,MI,49008,74000,2,1.0,K03 - Westnedge-Whites Rd,875,,1967,105,85,250,Active,,,http://www.redfin.com/MI/Kalamazoo/734-W-Kilgore-Rd-49008/unit-305/home/105423028,SW Michigan MLS,19043942,N,Y,42.2460933,-85.5932522
MLS Listing,,Single Family Residential,721 Karendale Ave,Portage,MI,49002,159900,3,2.0,K20 - South Portage,1996,30710,1959,106,80,,Active,,,http://www.redfin.com/MI/Portage/721-Karendale-Ave-49002/home/96361924,SW Michigan MLS,19043827,N,Y,42.1700756,-85.5803644
MLS Listing,,Condo/Co-op,4867 Foxfire Trl,Portage,MI,49024,129900,3,1.5,K19 - North Portage,1078,,1981,108,121,276,Active,,,http://www.redfin.com/MI/Portage/4867-Foxfire-Trl-49024/home/96154199,SW Michigan MLS,19043509,N,Y,42.2440748,-85.6477919
MLS Listing,,Single Family Residential,10661 Sudan St,Portage,MI,49002,695613,3,3.0,K20 - South Portage,3392,25346,1960,108,205,,Active,,,http://www.redfin.com/MI/Portage/10661-Sudan-St-49002/home/111991608,SW Michigan MLS,19043500,N,Y,42.1618722,-85.5778309
MLS Listing,,Single Family Residential,9156 S 8th St,Schoolcraft,MI,49087,599900,5,3.5,K25 - Texas Township,3379,61040,2019,109,178,50,Active,,,http://www.redfin.com/MI/Schoolcraft/9156-S-8th-St-49087/home/160421425,SW Michigan MLS,19043318,N,Y,42.184547,-85.687577
MLS Listing,,Condo/Co-op,748 W Kilgore Rd Unit 205,Kalamazoo,MI,49008,87900,2,1.0,K03 - Westnedge-Whites Rd,875,69696,1967,110,100,250,Active,,,http://www.redfin.com/MI/Kalamazoo/748-W-Kilgore-Rd-49008/unit-205/home/96413232,SW Michigan MLS,19042947,N,Y,42.2455331,-85.5937669
MLS Listing,,Single Family Residential,576 E Osterhout Ave,Portage,MI,49002,415000,4,3.0,K20 - South Portage,3651,220414,1990,112,114,,Active,,,http://www.redfin.com/MI/Portage/576-E-Osterhout-Ave-49002/home/96296348,SW Michigan MLS,19042713,N,Y,42.1645419,-85.5841594
MLS Listing,,Vacant Land,7135 Bentwood Trl,Kalamazoo,MI,49009,89900,,,K25 - Texas Township,,47480,,113,,42,Active,,,http://www.redfin.com/MI/Kalamazoo/7135-Bentwood-Trl-49009/home/96614878,SW Michigan MLS,19042673,N,Y,42.2100773,-85.6894469
MLS Listing,,Vacant Land,7195 Bentwood Trl,Kalamazoo,MI,49009,89900,,,K25 - Texas Township,,38768,,113,,42,Active,,,http://www.redfin.com/MI/Kalamazoo/7195-Bentwood-Trl-49009/home/96312228,SW Michigan MLS,19042671,N,Y,42.2104476,-85.6906826
MLS Listing,,Vacant Land,7076 Bentwood Trl,Kalamazoo,MI,49009,78900,,,K25 - Texas Township,,39204,,113,,42,Active,,,http://www.redfin.com/MI/Kalamazoo/7076-Bentwood-Trl-49009/home/96774884,SW Michigan MLS,19042670,N,Y,42.210857,-85.6883583
MLS Listing,,Single Family Residential,5212 Torrey Pines Dr,Kalamazoo,MI,49009,264900,4,2.5,K25 - Texas Township,2860,14880,2006,113,93,,Active,,,http://www.redfin.com/MI/Kalamazoo/5212-Torrey-Pines-Dr-49009/home/96147789,SW Michigan MLS,19042653,N,Y,42.2144878,-85.6520548
MLS Listing,,Vacant Land,12212 S 32nd St,Vicksburg,MI,49097,49900,,,K29 - Brady Twp,,219978,,114,,,Active,,,http://www.redfin.com/MI/Vicksburg/12212-S-32nd-St-49097/home/96763796,SW Michigan MLS,19042634,N,Y,42.1407759,-85.4526284
MLS Listing,,Single Family Residential,5223 Willowbend Trl,Kalamazoo,MI,49009,374900,4,3.5,K25 - Texas Township,3608,16501,2003,114,104,,Active,,,http://www.redfin.com/MI/Kalamazoo/5223-Willowbend-Trl-49009/home/96744128,SW Michigan MLS,19042591,N,Y,42.2412794,-85.6527593
MLS Listing,,Single Family Residential,4515 Beechmount Ave,Portage,MI,49024,154900,3,1.0,K19 - North Portage,990,10890,1961,116,156,,Active,,,http://www.redfin.com/MI/Portage/4515-Beechmount-Ave-49024/home/96224329,SW Michigan MLS,19042274,N,Y,42.2329974,-85.6437881
