SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1231 Ellery Grove Ct,Vicksburg,MI,49097,189500,3,2.5,K21 - Schoolcraft & Prairie Ronde Twp,2040,3485,2017,116,93,42,Active,,,http://www.redfin.com/MI/Vicksburg/1231-Ellery-Grove-Ct-49097/home/111978584,SW Michigan MLS,19042070,N,Y,42.1371523,-85.5555671
MLS Listing,,Single Family Residential,1750 Greenbriar Dr,Portage,MI,49024,299000,5,3.0,K19 - North Portage,4200,17511,1966,118,71,,Active,,,http://www.redfin.com/MI/Portage/1750-Greenbriar-Dr-49024/home/96711514,SW Michigan MLS,19041712,N,Y,42.2388486,-85.6119823
MLS Listing,,Single Family Residential,7280 Hopkinton Dr,Kalamazoo,MI,49009,319900,4,2.5,K25 - Texas Township,2735,14894,2019,118,117,17,Active,,,http://www.redfin.com/MI/Texas-Charter-Township/Hopkinton-Dr-49009/home/169995719,SW Michigan MLS,19041627,N,Y,42.2116,-85.65999
MLS Listing,,Single Family Residential,918 Fraser Grv,Vicksburg,MI,49097,189900,3,2.5,K21 - Schoolcraft & Prairie Ronde Twp,1754,9148,2007,119,108,12,Active,,,http://www.redfin.com/MI/Vicksburg/918-Fraser-Grv-49097/home/96485295,SW Michigan MLS,19041333,N,Y,42.1358417,-85.5486846
MLS Listing,,Single Family Residential,1615 Harper Grove Ln,Vicksburg,MI,49097,159900,2,2.0,K21 - Schoolcraft & Prairie Ronde Twp,1458,6970,2011,121,110,42,Active,,,http://www.redfin.com/MI/Vicksburg/1615-Harper-Grove-Ln-49097/home/96654949,SW Michigan MLS,19041228,N,Y,42.1389864,-85.5502931
MLS Listing,,Single Family Residential,8116 W Long Lake Dr,Kalamazoo,MI,49048,114900,2,1.0,K16 - Pavillion & Climax Tw,1140,20038,1947,122,101,,Active,,,http://www.redfin.com/MI/Kalamazoo/8116-W-Long-Lake-Dr-49048/home/111958792,SW Michigan MLS,19040944,N,Y,42.1995986,-85.5235848
MLS Listing,,Single Family Residential,5333 Foxcroft Dr,Kalamazoo,MI,49009,299900,4,2.5,K25 - Texas Township,3350,16428,1974,123,90,,Active,,,http://www.redfin.com/MI/Kalamazoo/5333-Foxcroft-Dr-49009/home/96382053,SW Michigan MLS,19040651,N,Y,42.2060368,-85.6552277
MLS Listing,,Single Family Residential,6501 S 30th St,Kalamazoo,MI,49048,189900,3,2.0,K16 - Pavillion & Climax Tw,1727,111949,1962,124,110,,Active,,,http://www.redfin.com/MI/Kalamazoo/6501-S-30th-St-49048/home/111973217,SW Michigan MLS,19040601,N,Y,42.2233312,-85.4665035
MLS Listing,,Single Family Residential,5947 Gavin Ln,Kalamazoo,MI,49009,439990,4,3.5,K25 - Texas Township,3070,27387,2019,125,143,58,Active,,,http://www.redfin.com/MI/Texas-Charter-Township/Gavin-Ln-49009/home/145724767,SW Michigan MLS,19040260,N,Y,42.209593,-85.666282
MLS Listing,,Single Family Residential,533 Liberty St,Kalamazoo,MI,49008,149900,3,1.5,K03 - Westnedge-Whites Rd,1188,22956,1930,126,126,,Active,,,http://www.redfin.com/MI/Kalamazoo/533-Liberty-St-49008/home/111945535,SW Michigan MLS,19040007,N,Y,42.2505159,-85.5908933
MLS Listing,,Single Family Residential,1822 Forest Dr,Portage,MI,49002,425000,3,2.0,K20 - South Portage,2000,10672,1947,128,213,,Active,,,http://www.redfin.com/MI/Portage/1822-Forest-Dr-49002/home/96276335,SW Michigan MLS,19039941,N,Y,42.1888861,-85.5676927
MLS Listing,,Single Family Residential,9116 E Long Lake Dr,Scotts,MI,49088,229900,2,1.0,K16 - Pavillion & Climax Tw,880,7300,1939,129,261,,Active,,,http://www.redfin.com/MI/Scotts/9116-E-Long-Lake-Dr-49088/home/96194330,SW Michigan MLS,19039670,N,Y,42.1848887,-85.5237487
MLS Listing,,Single Family Residential,7391 Milan Dr,Portage,MI,49024,259900,3,3.5,K19 - North Portage,3506,15246,2004,130,74,,Active,,,http://www.redfin.com/MI/Portage/7391-Milan-Dr-49024/home/96350788,SW Michigan MLS,19039342,N,Y,42.2098981,-85.6443902
MLS Listing,,Single Family Residential,4810 Deep Point Dr,Portage,MI,49002,359900,3,1.0,K20 - South Portage,1451,12962,1932,135,248,,Active,,,http://www.redfin.com/MI/Portage/4810-Deep-Point-Dr-49002/home/96500211,SW Michigan MLS,19038571,N,Y,42.1949793,-85.5314699
MLS Listing,,Single Family Residential,10425 E Q Ave,Scotts,MI,49088,339000,4,2.5,K16 - Pavillion & Climax Tw,3322,566280,1974,136,102,,Active,,,http://www.redfin.com/MI/Scotts/10425-E-Q-Ave-49088/home/111943369,SW Michigan MLS,19038509,N,Y,42.2027891,-85.4252698
MLS Listing,,Single Family Residential,7264 Orly Ct,Kalamazoo,MI,49009,279500,5,3.5,K25 - Texas Township,2999,27007,1993,136,93,,Active,,,http://www.redfin.com/MI/Kalamazoo/7264-Orly-Ct-49009/home/111968464,SW Michigan MLS,19038307,N,Y,42.2115852,-85.6508328
MLS Listing,,Condo/Co-op,10610 Gracie Ln,Portage,MI,49024,294900,2,2.0,K20 - South Portage,1304,,2019,137,226,275,Active,,,http://www.redfin.com/MI/Portage/Unknown-49024/home/145725038,SW Michigan MLS,19038197,N,Y,42.163289,-85.598453
MLS Listing,,Condo/Co-op,781 Janelle Ct,Portage,MI,49024,359900,2,2.0,K20 - South Portage,1552,,2019,137,232,275,Active,,,http://www.redfin.com/MI/Portage/781-Janelle-CT-49024/home/168620058,SW Michigan MLS,19038189,N,Y,42.16185,-85.597982
MLS Listing,,Single Family Residential,6211 Mcgillicuddy,Portage,MI,49024,426900,4,2.5,K19 - North Portage,2344,13150,2019,137,182,50,Active,,,http://www.redfin.com/MI/Portage/6211-Mcgillicuddy-Ln-49024/home/111986847,SW Michigan MLS,19038165,N,Y,42.2272702,-85.6351846
MLS Listing,,Vacant Land,828 Sugar Maple Cir,Vicksburg,MI,49097,29900,,,K21 - Schoolcraft & Prairie Ronde Twp,,18900,,137,,,Active,,,http://www.redfin.com/MI/Vicksburg/828-Sugar-Maple-Ct-49097/home/139605315,SW Michigan MLS,19038116,N,Y,42.1272305,-85.5465423
MLS Listing,,Vacant Land,838 Maple Meadows Ave,Vicksburg,MI,49097,29900,,,K21 - Schoolcraft & Prairie Ronde Twp,,19435,,137,,,Active,,,http://www.redfin.com/MI/Vicksburg/838-Maple-Meadows-Ave-49097/home/96824761,SW Michigan MLS,19038112,N,Y,42.1261148,-85.5454218
MLS Listing,,Single Family Residential,4415 Raborn Ct,Portage,MI,49024,244900,5,3.0,K19 - North Portage,3100,207781,1959,140,79,,Active,,,http://www.redfin.com/MI/Portage/4415-Raborn-Ct-49024/home/96452154,SW Michigan MLS,19037341,N,Y,42.242504,-85.642246
MLS Listing,,Vacant Land,6295 Texas Dr,Kalamazoo,MI,49009,68000,,,K25 - Texas Township,,88426,,142,,,Active,,,http://www.redfin.com/MI/Kalamazoo/6295-Texas-Dr-49009/home/146444078,SW Michigan MLS,19037178,N,Y,42.2119187,-85.6732577
MLS Listing,,Vacant Land,6131 Texas Dr,Kalamazoo,MI,49009,55000,,,K25 - Texas Township,,50529,,142,,,Active,,,http://www.redfin.com/MI/Kalamazoo/6131-Texas-Dr-49009/home/146444169,SW Michigan MLS,19037174,N,Y,42.2135452,-85.6710486
MLS Listing,,Condo/Co-op,2383 Shady Oak Cv,Portage,MI,49024,449900,3,3.0,K20 - South Portage,3137,,2011,144,143,355,Active,,,http://www.redfin.com/MI/Portage/2383-Shady-Oak-Cv-49024/home/96712253,SW Michigan MLS,19036596,N,Y,42.1880488,-85.6169404
MLS Listing,,Condo/Co-op,2056 Hailey Ct,Portage,MI,49024,229900,2,2.0,K19 - North Portage,1188,177725,2019,144,194,150,Active,,,http://www.redfin.com/MI/Portage/2056-Hailey-CT-49024/home/168143901,SW Michigan MLS,19036528,N,Y,42.221641,-85.613257
MLS Listing,,Condo/Co-op,7208 Glendora Ln,Kalamazoo,MI,49009,220000,2,2.0,K22 - Oshtemo Twp,1193,,2019,145,184,150,Active,,,http://www.redfin.com/MI/Kalamazoo/7208-Glendora-Ln-49009/home/168056841,SW Michigan MLS,19036424,N,Y,42.258952,-85.689474
MLS Listing,,Single Family Residential,410 Marylynn Ct,Portage,MI,49002,565000,3,2.0,K20 - South Portage,2640,42602,1966,145,214,,Active,,,http://www.redfin.com/MI/Portage/410-Marylynn-Ct-49002/home/111983148,SW Michigan MLS,19036238,N,Y,42.158598,-85.5853478
MLS Listing,,Single Family Residential,9174 Vanderbilt Ave,Portage,MI,49024,180000,3,2.0,Portage Twp,1987,94089,1956,146,91,,Active,,,http://www.redfin.com/MI/Portage/9174-Vanderbilt-Ave-49024/home/96241605,REALCOMP,219076148,N,Y,42.1840417,-85.628913
MLS Listing,,Condo/Co-op,7875 Preakness Ct,Kalamazoo,MI,49009,354990,3,2.0,K25 - Texas Township,2048,8196,2019,146,173,300,Active,,,http://www.redfin.com/MI/Kalamazoo/7875-Preakness-Ct-49009/home/111994171,SW Michigan MLS,19036077,N,Y,42.2028122,-85.6750144
MLS Listing,,Single Family Residential,313 Pierce Ave,Kalamazoo,MI,49001,85000,2,1.0,K03 - Westnedge-Whites Rd,792,6752,1954,146,107,,Active,,,http://www.redfin.com/MI/Kalamazoo/313-Pierce-Ave-49001/home/96255969,SW Michigan MLS,19035999,N,Y,42.2544587,-85.5864328
MLS Listing,,Single Family Residential,4782 Idlewood Ave,Portage,MI,49024,250000,4,3.5,K19 - North Portage,2584,780,1999,148,97,,Active,,,http://www.redfin.com/MI/Portage/4782-Idlewood-Ave-49024/home/96219074,SW Michigan MLS,19035640,N,Y,42.2412698,-85.6469192
MLS Listing,,Single Family Residential,2774 Pfitzer Ave,Portage,MI,49024,279900,4,3.5,K19 - North Portage,3564,12632,1987,150,79,,Active,,,http://www.redfin.com/MI/Portage/2774-Pfitzer-Ave-49024/home/96319043,SW Michigan MLS,19035266,N,Y,42.2284222,-85.6220863
MLS Listing,,Single Family Residential,8632 Portage Rd,Portage,MI,49002,119900,2,1.0,K20 - South Portage,940,55757,1978,151,128,,Active,,,http://www.redfin.com/MI/Portage/8632-Portage-Rd-49002/home/96710918,SW Michigan MLS,19035216,N,Y,42.1913957,-85.5621548
MLS Listing,,Vacant Land,5201 Willowbend Trl,Kalamazoo,MI,49009,59000,,,K25 - Texas Township,,97139,,151,,,Active,,,http://www.redfin.com/MI/Kalamazoo/5201-Willowbend-Trl-49009/home/74761792,SW Michigan MLS,19035161,N,Y,42.2412723,-85.652337
MLS Listing,,Single Family Residential,10716 Cora Dr,Portage,MI,49002,499000,4,2.5,K20 - South Portage,2720,152024,2015,152,183,,Active,,,http://www.redfin.com/MI/Portage/10716-Cora-Dr-49002/home/96794211,SW Michigan MLS,19034676,N,Y,42.1614334,-85.5813885
MLS Listing,,Vacant Land,7331 Bentwood Trl,Kalamazoo,MI,49009,94500,,,K25 - Texas Township,,42253,,154,,,Active,,,http://www.redfin.com/MI/Kalamazoo/7331-Bentwood-Trl-49009/home/108777714,SW Michigan MLS,19034372,N,Y,42.209266,-85.6907829
MLS Listing,,Single Family Residential,5660 Saddle Club Dr,Kalamazoo,MI,49009,549900,7,4.5,K25 - Texas Township,4996,46871,2005,156,110,,Active,,,http://www.redfin.com/MI/Kalamazoo/5660-Saddle-Club-Dr-49009/home/96610659,SW Michigan MLS,19034153,N,Y,42.2044158,-85.6607058
MLS Listing,,Single Family Residential,3184 Jacob's Cir,Kalamazoo,MI,49009,359900,5,3.5,K22 - Oshtemo Twp,3525,9000,2006,157,102,110,Active,,,http://www.redfin.com/MI/Kalamazoo/3184-Jacob-s-Cir-49009/home/96181671,SW Michigan MLS,19034063,N,Y,42.2601985,-85.6854203
MLS Listing,,Single Family Residential,1621 Sheridan Dr,Kalamazoo,MI,49001,116900,3,1.0,K01 - Milwood,840,4792,1948,157,139,,Active,,,http://www.redfin.com/MI/Kalamazoo/1621-Sheridan-Dr-49001/home/96180397,SW Michigan MLS,19033944,N,Y,42.2615496,-85.5599435
MLS Listing,,Single Family Residential,7840 Shepherds Glen Ct,Kalamazoo,MI,49009,474900,5,4.5,K25 - Texas Township,4026,60984,1993,161,118,,Active,,,http://www.redfin.com/MI/Kalamazoo/7840-Shepherds-Glen-Ct-49009/home/96320889,SW Michigan MLS,19032943,N,Y,42.2035851,-85.6515113
MLS Listing,,Single Family Residential,7260 Hopkinton Dr,Kalamazoo,MI,49009,299900,4,2.5,K25 - Texas Township,2393,14626,2019,165,125,17,Active,,,http://www.redfin.com/MI/Texas-Charter-Township/Hopkinton-Dr-49009/home/169995720,SW Michigan MLS,19032185,N,Y,42.211527,-85.659643
MLS Listing,,Single Family Residential,7454 Jamaica Ln,Portage,MI,49002,319500,4,2.5,K19 - North Portage,2210,12240,2019,166,145,,Active,,,http://www.redfin.com/MI/Portage/7454-Jamaica-Ln-49002/home/96827633,SW Michigan MLS,19031940,N,Y,42.2091241,-85.5340042
MLS Listing,,Single Family Residential,11600 32nd St,Vicksburg,MI,49097,200000,5,2.0,K29 - Brady Twp,1456,135036,2000,168,137,,Active,,,http://www.redfin.com/MI/Vicksburg/11600-S-32nd-St-49097/home/96363674,SW Michigan MLS,19031409,N,Y,42.1491462,-85.4521029
MLS Listing,,Single Family Residential,5363 E S Ave,Vicksburg,MI,49097,295000,4,3.0,K16 - Pavillion & Climax Tw,2419,160736,1970,171,122,,Active,,,http://www.redfin.com/MI/Vicksburg/5363-E-S-Ave-49097/home/111951100,SW Michigan MLS,19031172,N,Y,42.1720376,-85.5228582
MLS Listing,,Vacant Land,10743 Weaver Dr,Portage,MI,49002,49895,,,K20 - South Portage,,518364,,175,,,Active,,,http://www.redfin.com/MI/Portage/10743-Weaver-Dr-49002/home/96748879,SW Michigan MLS,19030274,N,Y,42.1597867,-85.5660274
MLS Listing,,Condo/Co-op,10420 Hammock Cir,Portage,MI,49024,220900,2,2.0,K20 - South Portage,1210,5400,2019,180,183,165,Active,,,http://www.redfin.com/MI/Portage/Hammock-Cir-49024/home/112029431,SW Michigan MLS,19029513,N,Y,42.165302,-85.616834
MLS Listing,,Vacant Land,10650 Biltmore,Portage,MI,49002,25000,,,K20 - South Portage,,13939,,181,,,Active,,,http://www.redfin.com/MI/Portage/10650-Biltmore-49002/home/96753764,SW Michigan MLS,19029146,N,Y,42.1625772,-85.5425269
MLS Listing,,Single Family Residential,2805 Portage St,Kalamazoo,MI,49001,162000,3,2.0,K01 - Milwood,1591,17899,1926,182,102,,Active,,,http://www.redfin.com/MI/Kalamazoo/2805-Portage-St-49001/home/96470789,SW Michigan MLS,19028872,N,Y,42.2629811,-85.5681449
MLS Listing,,Single Family Residential,1818 Greenbriar Dr,Portage,MI,49024,750000,6,4.5,K19 - North Portage,4386,40075,1965,183,171,,Active,,,http://www.redfin.com/MI/Portage/1818-Greenbriar-Dr-49024/home/111942171,SW Michigan MLS,19028812,N,Y,42.2412703,-85.6100371
MLS Listing,,Single Family Residential,1639 Harper Grove Ln,Vicksburg,MI,49097,184900,3,2.5,K21 - Schoolcraft & Prairie Ronde Twp,2290,7020,2013,190,81,42,Active,,,http://www.redfin.com/MI/Vicksburg/1639-Harper-Grove-Ln-49097/home/96226447,SW Michigan MLS,19027346,N,Y,42.1399496,-85.5502931
MLS Listing,,Single Family Residential,650 Ludington Ave,Portage,MI,49002,314900,4,2.5,K20 - South Portage,2860,15682,2005,203,110,,Active,,,http://www.redfin.com/MI/Portage/650-Ludington-Ave-49002/home/96574767,SW Michigan MLS,19024523,N,Y,42.1676606,-85.5826552
MLS Listing,,Single Family Residential,5908 Oakland Dr,Portage,MI,49024,159900,3,2.0,K19 - North Portage,1204,34107,1952,206,133,,Active,,,http://www.redfin.com/MI/Portage/5908-Oakland-Dr-49024/home/111968315,SW Michigan MLS,19024009,N,Y,42.2313592,-85.6143751
MLS Listing,,Vacant Land,10215 S Sprinkle Rd,Vicksburg,MI,49097,145000,,,K16 - Pavillion & Climax Tw,,1369526,,207,,,Active,,,http://www.redfin.com/MI/Vicksburg/10215-S-Sprinkle-Rd-49097/home/111964416,SW Michigan MLS,19023843,N,Y,42.1683817,-85.5245386
MLS Listing,,Single Family Residential,617 Barberry Avenue Ave,Portage,MI,49002,239900,3,3.0,K20 - South Portage,2635,26400,1970,209,91,,Active,,,http://www.redfin.com/MI/Portage/617-Barberry-Ave-49002/home/111974746,SW Michigan MLS,19023311,N,Y,42.19411,-85.5821528
MLS Listing,,Condo/Co-op,7974 Preakness Ct,Kalamazoo,MI,49009,389900,5,3.0,K25 - Texas Township,3083,7183,2017,216,126,300,Active,,,http://www.redfin.com/MI/Kalamazoo/7974-Preakness-Ct-49009/home/111955256,SW Michigan MLS,19021871,N,Y,42.201523,-85.6742745
MLS Listing,,Vacant Land,0 E T Ave,Vicksburg,MI,49097,147900,,,K21 - Schoolcraft & Prairie Ronde Twp,,1383030,,217,,,Active,,,http://www.redfin.com/MI/Vicksburg/E-T-Ave-Unknown/home/96742957,SW Michigan MLS,19021712,N,Y,42.157174,-85.56926
MLS Listing,,Single Family Residential,9742 S Sprinkle Rd,Portage,MI,49002,159900,3,1.0,K20 - South Portage,1285,149411,1931,228,124,,Active,,,http://www.redfin.com/MI/Portage/9742-S-Sprinkle-Rd-49002/home/111958225,SW Michigan MLS,19019455,N,Y,42.1751409,-85.5309009
MLS Listing,,Vacant Land,2421 Crest Dr,Kalamazoo,MI,49008,49700,,,K05 - Winchell & Hillcrest,,10454,,230,,,Active,,,http://www.redfin.com/MI/Kalamazoo/2421-Crest-Dr-49008/home/96189749,SW Michigan MLS,19019015,N,Y,42.2600437,-85.6198574
MLS Listing,,Single Family Residential,5040 Misty Creek Dr,Kalamazoo,MI,49009,189000,3,2.0,K25 - Texas Township,1728,16500,2002,231,109,,Active,,,http://www.redfin.com/MI/Kalamazoo/5040-Misty-Creek-Dr-49009/home/96555611,SW Michigan MLS,19018659,N,Y,42.2432394,-85.649167
MLS Listing,,Single Family Residential,7483 W Q Ave,Kalamazoo,MI,49009,499900,6,6.0,K25 - Texas Township,3951,46173,1989,237,127,,Active,,,http://www.redfin.com/MI/Kalamazoo/7483-W-Q-Ave-49009/home/111989884,SW Michigan MLS,19017439,N,Y,42.2005728,-85.6962734
MLS Listing,,Vacant Land,4627 Long Lake Dr,Portage,MI,49002,23999,,,K20 - South Portage,,30928,,243,,,Active,,,http://www.redfin.com/MI/Portage/4627-Long-Lake-Dr-49002/home/96823850,SW Michigan MLS,19016380,N,Y,42.1844703,-85.5338172
MLS Listing,,Vacant Land,1238 E Crooked Lake Dr,Kalamazoo,MI,49009,549900,,,K25 - Texas Township,,59242,,250,,,Active,,,http://www.redfin.com/MI/Kalamazoo/1238-E-Crooked-Lake-Dr-49009/home/162470844,SW Michigan MLS,19015066,N,Y,42.2081082,-85.6975896
MLS Listing,,Vacant Land,E N Ave,Kalamazoo,MI,49048-,249900,,,Pavilion Twp,,2395800,,269,,,Active,,,http://www.redfin.com/MI/Kalamazoo/East-North-Ave-49048/home/146429082,MiRealSource-MiMLS,21408272,N,Y,42.2448749657948,-85.5036399997162
MLS Listing,,Vacant Land,4130 Branch,Portage,MI,49002,19900,,,K20 - South Portage,,8276,,270,,,Active,,,http://www.redfin.com/MI/Portage/4130-Branch-49002/home/146518203,SW Michigan MLS,19011438,N,Y,42.196299,-85.567372
MLS Listing,,Single Family Residential,4206 Lake Forest Drive Dr,Kalamazoo,MI,49008,620000,4,3.5,K19 - North Portage,4900,29621,1973,297,127,,Active,,,http://www.redfin.com/MI/Kalamazoo/4206-Lake-Forest-Dr-49008/home/104230065,SW Michigan MLS,19007268,N,Y,42.248591,-85.6293
MLS Listing,,Vacant Land,S 26th St Unit (27.63 acres),Kalamazoo,MI,49048,414450,,,K13 - Comstock & Charleston,,1203563,,314,,,Active,,,http://www.redfin.com/MI/Kalamazoo/2763-S-26th-St-49048/unit-2763-acres/home/160455779,SW Michigan MLS,19005021,N,Y,42.2638839,-85.5118378
MLS Listing,,Condo/Co-op,8858 Silver Oak Cv,Portage,MI,49024,324900,2,3.0,K20 - South Portage,2382,,2011,315,136,355,Active,,,http://www.redfin.com/MI/Portage/8858-Silver-Oak-Cv-49024/home/96361700,SW Michigan MLS,19004868,N,Y,42.188194,-85.616191
MLS Listing,,Condo/Co-op,760 Janelle Ct,Portage,MI,49024,279900,2,2.0,K20 - South Portage,1270,,2019,320,220,275,Active,January-12-2020 12:30 PM,January-12-2020 02:30 PM,http://www.redfin.com/MI/Portage/Unknown-49024/home/145725024,SW Michigan MLS,19004397,N,Y,42.163726,-85.597163
MLS Listing,,Vacant Land,7271 Corners Cove St,Kalamazoo,MI,49009,85000,,,K25 - Texas Township,,22651,,332,,,Active,,,http://www.redfin.com/MI/Kalamazoo/7271-Corners-Cove-ST-Unknown/home/168673182,SW Michigan MLS,19003320,N,Y,42.204729,-85.694776
MLS Listing,,Vacant Land,7664 Corners Cove St,Kalamazoo,MI,49009,85000,,,K25 - Texas Township,,19602,,332,,,Active,,,http://www.redfin.com/MI/Kalamazoo/7664-Corners-Cove-ST-Unknown/home/168673219,SW Michigan MLS,19003316,N,Y,42.204729,-85.694776
MLS Listing,,Vacant Land,7694 Corners Cove St,Kalamazoo,MI,49009,80000,,,K25 - Texas Township,,18295,,332,,,Active,,,http://www.redfin.com/MI/Kalamazoo/7694-Corners-Cove-ST-Unknown/home/169146070,SW Michigan MLS,19003315,N,Y,42.204669,-85.695358
MLS Listing,,Vacant Land,7720 Corners Cove St,Kalamazoo,MI,49009,80000,,,K25 - Texas Township,,18295,,332,,,Active,,,http://www.redfin.com/MI/Kalamazoo/7720-Corners-Cove-ST-Unknown/home/168673221,SW Michigan MLS,19003314,N,Y,42.204729,-85.694776
MLS Listing,,Vacant Land,7746 Corners Cove St,Kalamazoo,MI,49009,70000,,,K25 - Texas Township,,18295,,332,,,Active,,,http://www.redfin.com/MI/Kalamazoo/7746-Corners-Cove-ST-Unknown/home/168673220,SW Michigan MLS,19003313,N,Y,42.204729,-85.694776
MLS Listing,,Vacant Land,7772 Corners Cove St,Kalamazoo,MI,49009,70000,,,K25 - Texas Township,,18295,,332,,,Active,,,http://www.redfin.com/MI/Kalamazoo/7772-Corners-Cove-ST-Unknown/home/168673208,SW Michigan MLS,19003311,N,Y,42.204729,-85.694776
MLS Listing,,Vacant Land,7798 Corners Cove St,Kalamazoo,MI,49009,70000,,,K25 - Texas Township,,18295,,332,,,Active,,,http://www.redfin.com/MI/Kalamazoo/7798-Corners-Cove-ST-Unknown/home/168673205,SW Michigan MLS,19003309,N,Y,42.204729,-85.694776
MLS Listing,,Vacant Land,7826 Corners Cove St,Kalamazoo,MI,49009,80000,,,K25 - Texas Township,,18295,,332,,,Active,,,http://www.redfin.com/MI/Kalamazoo/7826-Corners-Cove-ST-Unknown/home/168673206,SW Michigan MLS,19003308,N,Y,42.204729,-85.694776
MLS Listing,,Vacant Land,7854 Corners Cove St,Kalamazoo,MI,49009,80000,,,K25 - Texas Township,,18731,,332,,,Active,,,http://www.redfin.com/MI/Kalamazoo/7854-Corners-Cove-ST-Unknown/home/168673204,SW Michigan MLS,19003306,N,Y,42.204729,-85.694776
MLS Listing,,Vacant Land,7727 Corners Cove St,Kalamazoo,MI,49009,80000,,,K25 - Texas Township,,18295,,332,,,Active,,,http://www.redfin.com/MI/Kalamazoo/7727-Corners-Cove-ST-Unknown/home/168673168,SW Michigan MLS,19003287,N,Y,42.204729,-85.694776
MLS Listing,,Vacant Land,7687 Corners Cove St,Kalamazoo,MI,49009,80000,,,K25 - Texas Township,,18295,,332,,,Active,,,http://www.redfin.com/MI/Kalamazoo/7687-Corners-Cove-ST-Unknown/home/168673153,SW Michigan MLS,19003285,N,Y,42.204729,-85.694776
MLS Listing,,Vacant Land,7661 Corners Cove St,Kalamazoo,MI,49009,80000,,,K25 - Texas Township,,18295,,332,,,Active,,,http://www.redfin.com/MI/Kalamazoo/7661-Corners-Cove-ST-Unknown/home/168673143,SW Michigan MLS,19003281,N,Y,42.204669,-85.695358
MLS Listing,,Single Family Residential,2015 Lakeview Dr,Portage,MI,49002,729900,5,3.0,K20 - South Portage,2545,6534,2015,334,287,,Active,,,http://www.redfin.com/MI/Portage/2015-Lakeview-Dr-49002/home/96289540,SW Michigan MLS,19003053,N,Y,42.1819762,-85.5654515
MLS Listing,,Vacant Land,10798 Biltmore Ln,Portage,MI,49002,25000,,,K20 - South Portage,,,,335,,,Active,,,http://www.redfin.com/MI/Portage/10798-Biltmore-49002/home/96727162,SW Michigan MLS,19002906,N,Y,42.160475,-85.542894
MLS Listing,,Vacant Land,10622 Brightwaters Ln,Portage,MI,49002,25000,,,K20 - South Portage,,,,335,,,Active,,,http://www.redfin.com/MI/Portage/Unknown-49002/home/96752241,SW Michigan MLS,19002905,N,Y,42.16326,-85.542646
MLS Listing,,Vacant Land,10633 Brightwaters Ln,Portage,MI,49002,22400,,,K20 - South Portage,,13920,,335,,,Active,,,http://www.redfin.com/MI/Portage/Unknown-49002/home/96782666,SW Michigan MLS,19002899,N,Y,42.162936,-85.542005
MLS Listing,,Vacant Land,10645 Biltmore Ln,Portage,MI,49002,22400,,,K20 - South Portage,,,,335,,,Active,,,http://www.redfin.com/MI/Portage/10645-Biltmore-49002/home/96776066,SW Michigan MLS,19002898,N,Y,42.1627117,-85.541849
MLS Listing,,Vacant Land,10659 Biltmore Ln,Portage,MI,49002,22400,,,K20 - South Portage,,,,335,,,Active,,,http://www.redfin.com/MI/Portage/10659-Biltmore-Ln-49002/home/96762219,SW Michigan MLS,19002896,N,Y,42.1624749,-85.5418096
MLS Listing,,Vacant Land,10675 Biltmore Ln,Portage,MI,49002,22400,,,K20 - South Portage,,,,335,,,Active,,,http://www.redfin.com/MI/Portage/10675-Biltmore-Ln-49002/home/96752240,SW Michigan MLS,19002893,N,Y,42.1622411,-85.5418049
MLS Listing,,Vacant Land,10693 Biltmore Ln,Portage,MI,49002,22400,,,K20 - South Portage,,,,335,,,Active,,,http://www.redfin.com/MI/Portage/10693-Biltmore-Ln-49002/home/96766276,SW Michigan MLS,19002890,N,Y,42.1620079,-85.5418021
MLS Listing,,Vacant Land,10707 Biltmore Ln,Portage,MI,49002,22400,,,K20 - South Portage,,,,335,,,Active,,,http://www.redfin.com/MI/Portage/10707-Biltmore-Ln-49002/home/96809873,SW Michigan MLS,19002886,N,Y,42.1617746,-85.5417993
MLS Listing,,Vacant Land,10710 Chancellor St,Portage,MI,49002,22400,,,K20 - South Portage,,,,335,,,Active,,,http://www.redfin.com/MI/Portage/10710-Chancellor-49002/home/96796880,SW Michigan MLS,19002862,N,Y,42.161776,-85.541365
MLS Listing,,Vacant Land,10694 Chancellor St,Portage,MI,49002,22400,,,K20 - South Portage,,,,335,,,Active,,,http://www.redfin.com/MI/Portage/10694-Chancellor-49002/home/96804710,SW Michigan MLS,19002860,N,Y,42.162009,-85.541367
MLS Listing,,Vacant Land,10930 E Shore Dr,Portage,MI,49002,20000,,,K20 - South Portage,,23700,,336,,,Active,,,http://www.redfin.com/MI/Portage/10930-E-Shore-Dr-49002/home/96774291,SW Michigan MLS,19002691,N,Y,42.1585956,-85.5406759
